pi,x1,x2,x3
0.1584208743,0.9730917513,0.7063278235,1.1067666257
0.237369092,2.3258515807,2.1068472536,1.7021585988
0.122718691,0.7482738872,0.4708852157,0.8417889226
0.1117458166,0.6026067234,0.5024393796,0.8365378401
0.1095270368,0.4398387917,0.2354426078,0.8446164286
0.1382904907,0.485935068,2.3180174276,0.8280553222
0.1217908376,0.5681625888,0.69661885,0.9132844309
0.3431847154,3.2296837754,4.308356999,2.1735442383
0.1438172694,1.2831151315,0.7233185271,1.1152491437
0.105331526,0.3673149238,0.4757397024,0.7505008725
0.1650772135,0.8075600996,1.3228476419,1.294997738
0.1100514757,0.5952514783,0.9903152989,0.7157629419
0.1157799616,0.5826246304,0.2305881211,0.8232081691
0.103354795,0.6247537354,0.3689409937,0.8090706392
0.1065417695,0.5473009205,0.3228233695,0.812706004
0.148174146,0.7402142429,0.8762348601,0.9363084082
0.1096077197,0.5288621637,0.3956406709,0.8769307826
0.1044036727,0.3825721853,0.3665137503,0.6733503522
0.1041212825,0.7937781357,0.4077768878,0.7307083306
0.1071468913,0.5963770392,0.3543775334,0.7961448976
0.1072679156,0.6801506669,0.2791329887,0.8179570865
0.7852866663,4.7036710727,11.789121095,3.6232469463
0.1157396201,0.4352558869,1.0655598437,0.7759484263
0.4140646431,2.8109883501,8.827884172,1.4186001422
0.1457133175,1.8838004583,0.3762227239,1.1717992632
0.1208629843,0.6770827745,0.5218573266,0.9084372778
0.1084781591,0.5527513938,0.555838734,0.8837975829
0.1294557132,0.5305628197,0.2791329887,1.015882505
0.1064207452,0.5482620805,0.8349717226,0.717782589
0.1231221055,0.4858756497,0.6238015486,0.7464615782
0.1317551758,0.8798490652,0.6480739824,0.9956860337
0.1102935244,0.6068309634,0.1820432535,0.8498675111
0.1076713301,0.6473705522,0.3980679143,0.8078588509
0.1106565974,0.6879440064,0.4563217554,0.8470400052
0.1010553323,0.337756327,0.5898201413,0.6430556453
0.1413564409,0.9611745364,0.2791329887,1.1520067214
0.6160946249,4.1079488661,4.6141896648,2.5863601111
0.2737974214,2.1707421429,2.4587975436,1.8249531442
0.1154168885,1.1484409665,0.8082720454,0.8228042396
0.64990076,5.6124897855,8.9274011505,3.4422865637
0.1101725,0.8502042658,0.473312459,0.8910683125
0.1058559649,0.7460387744,0.2305881211,0.799376333
0.1248164464,0.8589338281,0.8009903153,0.845020358
0.1029917219,0.6573950022,0.2597150416,0.7492890842
0.108558842,0.6117645284,0.2160246608,0.8753150649
0.1031127463,0.6470777709,0.5072938664,0.6891035998
0.1704426264,0.9964055785,0.281560232,1.297825244
0.1008536251,0.6621961846,0.2208791476,0.7723130615
0.1127946943,0.54781044,0.4708852157,0.7917016739
0.1056139162,0.7107932626,0.2548605549,0.8078588509
0.1417598554,0.9990735519,1.463627758,0.7274768952
0.1023462587,0.5097263965,0.1820432535,0.7957409681
0.104968453,0.6977849678,0.2839874754,0.8191688748
0.1013780639,0.9880063571,0.3373868298,0.7787759323
0.1409530264,0.6963336839,0.4393310517,1.0724326246
0.1173936196,0.7889677173,0.4781669458,0.8862211594
0.1073485985,0.7524728821,0.5776839244,0.8910683125
0.186901938,1.565421266,1.8374232384,1.3059038325
0.1121895725,0.6801100285,0.121362169,0.9003586893
0.1159413274,0.7078608316,0.1747615233,0.8716797001
0.1043229898,0.4463461717,0.2839874754,0.78039165
0.110979329,0.8615393046,0.1966067138,0.8728914884
0.1947685208,1.1880304785,1.6869341489,1.1576617333
0.1136418647,1.4099734827,1.1553678487,0.6204355975
0.1160623517,0.6752435784,0.6529284691,0.7860466619
0.10210421,0.7817248436,0.2548605549,0.8159374394
0.1051298188,0.6623775181,0.3058326658,0.8013959801
0.1048070872,0.5496108449,0.2160246608,0.812706004
0.1238482516,0.5257585587,0.3519502901,0.9011665482
0.1196527408,0.6794635083,0.4611762421,0.8442124992
0.1032337706,0.4571082705,0.3179688827,0.7488851548
0.1028706976,0.4111810131,0.1601980631,0.7799877205
0.1491826822,1.5688151893,1.0898322775,0.9710463388
0.1064610866,1.4517186778,0.1262166557,0.8543107348
0.3863097255,3.247815589,4.8860409233,1.5749208298
0.1019428442,0.4620787796,0.3082599092,0.7727169909
0.140912685,0.5559849185,0.8980800505,1.0304239643
0.1072275742,0.7291418144,0.3470958033,0.8151295806
0.1529344371,1.0164123007,0.5218573266,1.107978414
0.107752013,0.7071471964,0.2597150416,0.7989724035
0.1358700037,0.7691888165,0.2257336343,1.0619304595
0.1560003873,0.7576804486,0.8519624263,1.0873780133
0.1099707928,0.6382124393,0.1601980631,0.8963193951
0.1421632699,0.8294081731,0.6310832787,1.0106314225
0.1397831244,1.3857037292,1.0728415738,0.8930879597
0.1132787917,0.7741636357,0.2014612005,0.8708718413
0.1642300431,1.3267715635,1.1141047113,1.0360789763
0.1336108825,0.9169839554,0.5534114906,0.9900310218
0.1664084814,0.9266722149,0.7111823103,1.1406966975
0.1057349405,0.4710743388,0.5000121362,0.8139177923
0.1119878653,0.4624189724,0.1189349256,0.88581723
0.1822626712,1.3525671048,1.3058569383,1.0239610935
0.1075503058,0.4033658151,0.1480618462,0.8837975829
0.1079940617,0.4739842956,2.0097575184,0.6858721644
0.140468929,0.7370244353,0.2767057453,1.1362534738
0.1177970341,0.9796896441,0.2451515813,0.8648128999
0.2188523664,2.7947902477,1.674797932,1.273185549
0.1050491359,0.6601048456,0.2330153645,0.7682737672
0.1239289345,0.5828499889,0.4903031627,0.8397692755
0.1056542576,1.0033787609,0.6869098765,0.7888741679
